Employee Count,Employee ID,Department,Job Role,Gender,Age,Over 18,Marital Status,Education,Education Field,Business Travel,Distance From Home (kms),Job Involvement,Job Level,Job Satisfaction,Hourly Rate (USD),Daily Rate (USD),Monthly Rate (USD),Monthly Income (USD),Salary Hike (%),Stock Option Level,Standard Hours,Over Time,No. of Companies Worked,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Environment Satisfaction,Training Times Last Year,Work Life Balance,Performance Rating,Relationship Satisfaction,Attrition (Yes/No)
1,1681,Sales,Sales Executive,Female,33,Y,Divorced,Bachelor,Life Sciences,Non-Travel,16,High,2,Very High,36,530,16130,5368,25,1,80,Yes,1,7,6,5,1,2,High,2,Better,Outstanding,High,No
1,1682,Research & Development,Healthcare Representative,Male,36,Y,Married,Master,Life Sciences,Travel_Rarely,26,High,2,High,80,1351,7419,5347,14,2,80,No,6,10,3,2,0,2,Low,2,Good,Excellent,Medium,No
1,1683,Human Resources,Human Resources,Female,44,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,1,High,1,Very High,44,528,4167,3195,18,3,80,Yes,4,8,2,2,2,2,High,2,Better,Excellent,Low,No
1,1684,Research & Development,Laboratory Technician,Male,23,Y,Single,Below College,Medical,Travel_Rarely,8,Medium,1,High,93,1320,20586,3989,11,0,80,Yes,1,5,5,4,1,2,Very High,2,Better,Excellent,Low,Yes
1,1687,Research & Development,Laboratory Technician,Female,38,Y,Married,College,Medical,Travel_Rarely,4,High,1,High,87,1495,26176,3306,19,1,80,No,7,7,0,0,0,0,Very High,5,Good,Excellent,Very High,No
1,1689,Research & Development,Healthcare Representative,Male,53,Y,Married,Master,Medical,Travel_Rarely,24,Very High,3,Very High,48,1395,3458,7005,15,0,80,No,3,11,4,3,1,2,Medium,2,Better,Excellent,High,No
1,1691,Sales,Sales Representative,Female,48,Y,Married,College,Medical,Travel_Frequently,7,High,1,High,95,708,11740,2655,11,2,80,Yes,2,19,9,7,7,7,Very High,3,Better,Excellent,High,Yes
1,1692,Research & Development,Laboratory Technician,Male,32,Y,Single,Master,Life Sciences,Travel_Rarely,2,High,1,Medium,95,1259,24852,1393,12,0,80,No,1,1,1,0,0,0,Very High,2,Better,Excellent,Low,Yes
1,1693,Research & Development,Laboratory Technician,Male,26,Y,Single,Bachelor,Medical,Non-Travel,7,High,1,Very High,76,786,11925,2570,20,0,80,No,1,7,7,7,5,7,Very High,5,Better,Outstanding,High,No
1,1694,Research & Development,Research Scientist,Male,55,Y,Divorced,Bachelor,Technical Degree,Travel_Rarely,22,Medium,1,Medium,94,1441,23737,3537,12,1,80,No,5,8,4,2,1,2,Low,1,Better,Excellent,Very High,No
1,1696,Research & Development,Laboratory Technician,Male,34,Y,Married,College,Medical,Travel_Rarely,5,Medium,2,Very High,57,1157,11912,3986,14,1,80,No,1,15,15,10,4,13,Medium,3,Best,Excellent,High,No
1,1697,Research & Development,Healthcare Representative,Male,60,Y,Divorced,Master,Medical,Travel_Rarely,1,Low,3,Very High,92,370,20467,10883,20,1,80,No,3,19,1,0,0,0,High,2,Best,Outstanding,High,No
1,1698,Research & Development,Laboratory Technician,Male,33,Y,Married,Bachelor,Medical,Travel_Rarely,21,Very High,1,Medium,79,267,13637,2028,18,3,80,No,1,14,14,11,2,13,Medium,6,Better,Excellent,Very High,No
1,1700,Sales,Sales Executive,Male,37,Y,Divorced,Master,Medical,Travel_Frequently,1,Low,2,Very High,31,1278,7677,9525,14,2,80,No,1,6,6,3,1,3,High,2,Good,Excellent,High,No
1,1701,Research & Development,Research Scientist,Female,34,Y,Married,Bachelor,Life Sciences,Travel_Rarely,19,Medium,1,Very High,35,678,20338,2929,12,0,80,No,1,10,10,9,8,7,Medium,3,Better,Excellent,Medium,No
1,1702,Sales,Sales Representative,Male,23,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,7,High,1,Very High,99,427,25103,2275,21,1,80,Yes,1,3,3,2,0,2,High,2,Better,Outstanding,Medium,Yes
1,1703,Research & Development,Healthcare Representative,Female,44,Y,Married,Bachelor,Life Sciences,Travel_Rarely,2,Very High,3,Very High,96,921,14810,7879,19,1,80,Yes,1,9,8,7,6,7,High,2,Better,Excellent,Medium,No
1,1704,Research & Development,Research Scientist,Male,35,Y,Single,Master,Medical,Travel_Frequently,2,Medium,1,Very High,79,146,13970,4930,14,0,80,Yes,0,6,5,4,1,4,Low,2,Best,Excellent,High,No
1,1706,Sales,Sales Executive,Male,43,Y,Married,Bachelor,Medical,Travel_Rarely,2,High,2,Very High,73,1179,6069,7847,17,1,80,Yes,1,10,10,9,8,8,Very High,3,Better,Excellent,Low,No
1,1707,Research & Development,Research Scientist,Male,24,Y,Married,Bachelor,Medical,Travel_Rarely,9,Very High,1,High,62,581,17616,4401,16,1,80,No,1,5,5,3,0,4,High,1,Better,Excellent,Very High,No
1,1708,Sales,Sales Executive,Male,41,Y,Single,Bachelor,Marketing,Travel_Rarely,6,High,3,High,35,918,15869,9241,12,0,80,No,1,10,10,8,8,7,Very High,3,Better,Excellent,Medium,No
1,1709,Research & Development,Laboratory Technician,Female,29,Y,Married,Master,Medical,Travel_Rarely,9,High,1,High,43,1082,25412,2974,17,1,80,No,9,9,5,3,1,2,Very High,2,Better,Excellent,High,No
1,1710,Sales,Sales Representative,Female,36,Y,Single,Master,Life Sciences,Travel_Rarely,2,High,2,Very High,51,530,7439,4502,15,0,80,No,3,17,13,7,6,7,High,2,Good,Excellent,High,No
1,1712,Research & Development,Healthcare Representative,Male,45,Y,Married,Below College,Life Sciences,Non-Travel,1,Medium,3,High,74,1238,3395,10748,23,1,80,No,3,25,23,15,14,4,High,3,Good,Outstanding,Very High,No
1,1714,Human Resources,Human Resources,Male,24,Y,Married,Below College,Human Resources,Travel_Rarely,22,Low,1,High,58,240,11585,1555,11,1,80,No,1,1,1,0,0,0,Very High,2,Better,Excellent,High,Yes
1,1716,Sales,Sales Executive,Male,47,Y,Married,Bachelor,Life Sciences,Travel_Frequently,9,Low,4,High,82,1093,24164,12936,11,0,80,No,7,25,23,5,14,10,High,3,Bad,Excellent,High,Yes
1,1718,Research & Development,Laboratory Technician,Male,26,Y,Married,Master,Medical,Travel_Rarely,17,Low,1,High,62,390,6217,2305,15,3,80,No,1,3,3,2,0,2,Very High,3,Best,Excellent,High,No
1,1719,Research & Development,Research Director,Female,45,Y,Single,College,Technical Degree,Travel_Rarely,28,Medium,4,Medium,48,1005,17119,16704,11,0,80,No,1,21,21,6,8,6,Very High,2,Better,Excellent,High,No
1,1720,Research & Development,Research Scientist,Male,32,Y,Married,Bachelor,Life Sciences,Travel_Frequently,10,High,1,High,56,585,17360,3433,13,1,80,No,6,10,5,2,1,3,Low,3,Good,Excellent,Low,No
1,1721,Research & Development,Laboratory Technician,Male,31,Y,Married,Master,Life Sciences,Travel_Rarely,2,High,1,High,69,741,18103,3477,14,1,80,No,1,6,5,2,0,3,Medium,2,Best,Excellent,Very High,No
1,1722,Human Resources,Human Resources,Male,41,Y,Married,Bachelor,Human Resources,Non-Travel,4,Low,2,Medium,60,552,20794,6430,19,1,80,No,6,10,3,2,1,2,High,4,Better,Excellent,Medium,No
1,1724,Research & Development,Manufacturing Director,Female,40,Y,Married,College,Life Sciences,Travel_Rarely,8,High,2,Low,92,369,5041,6516,16,1,80,Yes,2,18,1,0,0,0,Medium,3,Better,Excellent,Medium,No
1,1725,Research & Development,Laboratory Technician,Male,24,Y,Divorced,Below College,Medical,Travel_Rarely,29,High,1,Low,91,506,3622,3907,13,3,80,No,1,6,6,2,1,2,Medium,2,Best,Excellent,Medium,No
1,1727,Research & Development,Healthcare Representative,Male,46,Y,Single,Master,Life Sciences,Travel_Rarely,13,High,2,Medium,34,717,9697,5562,14,0,80,No,6,19,10,7,0,9,High,3,Better,Excellent,Very High,No
1,1728,Research & Development,Manufacturing Director,Male,35,Y,Married,Master,Life Sciences,Travel_Rarely,27,High,2,High,49,1370,5151,6883,16,1,80,No,2,17,7,7,0,7,Very High,3,Better,Excellent,Medium,No
1,1729,Research & Development,Research Scientist,Male,30,Y,Married,Below College,Life Sciences,Travel_Rarely,16,High,1,Very High,33,793,3811,2862,12,1,80,No,1,10,10,0,0,8,Medium,2,Good,Excellent,Medium,No
1,1731,Sales,Sales Executive,Male,47,Y,Married,Master,Marketing,Non-Travel,2,High,2,Medium,87,543,3536,4978,11,1,80,No,7,4,1,0,0,0,High,3,Bad,Excellent,Very High,No
1,1732,Sales,Sales Executive,Male,46,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,2,High,3,Very High,74,1277,5596,10368,12,1,80,Yes,4,13,10,6,0,3,High,5,Good,Excellent,Medium,No
1,1733,Sales,Sales Executive,Male,36,Y,Divorced,Doctor,Marketing,Travel_Rarely,13,Medium,2,Low,96,1456,8658,6134,13,3,80,Yes,5,16,2,2,2,2,Medium,3,Better,Excellent,Medium,Yes
1,1734,Sales,Sales Executive,Male,32,Y,Single,College,Life Sciences,Travel_Rarely,1,Low,2,Medium,34,964,12147,6735,15,0,80,No,6,10,0,0,0,0,Low,2,Better,Excellent,Medium,Yes
1,1735,Research & Development,Laboratory Technician,Female,23,Y,Single,Below College,Medical,Travel_Rarely,4,High,1,Medium,51,160,12862,3295,13,0,80,No,1,3,3,2,1,2,High,3,Bad,Excellent,High,No
1,1736,Research & Development,Manufacturing Director,Female,31,Y,Single,Below College,Technical Degree,Travel_Frequently,24,High,2,Very High,30,163,6670,5238,20,0,80,No,2,9,5,4,1,4,Very High,3,Good,Outstanding,Very High,No
1,1737,Research & Development,Laboratory Technician,Male,39,Y,Married,Bachelor,Life Sciences,Non-Travel,1,High,2,Very High,77,792,8989,6472,15,1,80,Yes,1,9,9,8,5,8,Very High,2,Better,Excellent,Very High,No
1,1739,Sales,Sales Executive,Male,32,Y,Married,Bachelor,Life Sciences,Travel_Rarely,19,Low,3,High,80,371,3840,9610,13,1,80,No,3,10,4,3,0,2,Very High,2,Bad,Excellent,High,No
1,1740,Sales,Manager,Male,40,Y,Single,Master,Medical,Travel_Rarely,7,High,5,Medium,88,611,4349,19833,14,0,80,No,1,21,21,8,12,8,Medium,3,Good,Excellent,Medium,No
1,1744,Human Resources,Human Resources,Female,45,Y,Married,Bachelor,Life Sciences,Travel_Rarely,4,Low,3,High,56,176,6595,9756,21,2,80,No,4,9,5,0,0,3,High,2,Best,Outstanding,High,No
1,1745,Research & Development,Research Scientist,Female,30,Y,Single,Master,Technical Degree,Travel_Frequently,2,Medium,1,Low,78,1312,26427,4968,16,0,80,No,0,10,9,7,0,7,Very High,2,Better,Excellent,Very High,No
1,1746,Human Resources,Human Resources,Male,24,Y,Married,Bachelor,Medical,Travel_Frequently,10,High,1,Very High,59,897,2097,2145,14,1,80,No,0,3,2,2,2,1,Low,2,Better,Excellent,Very High,No
1,1747,Human Resources,Human Resources,Female,30,Y,Divorced,Bachelor,Human Resources,Travel_Frequently,8,Medium,1,Very High,66,600,9732,2180,11,1,80,No,6,6,4,2,1,2,High,0,Good,Excellent,High,Yes
1,1749,Sales,Sales Executive,Male,31,Y,Married,Bachelor,Technical Degree,Travel_Rarely,5,High,2,High,51,1003,20943,8346,19,1,80,No,1,6,5,2,0,2,Low,3,Better,Excellent,High,No
1,1751,Research & Development,Research Scientist,Female,27,Y,Single,Bachelor,Medical,Travel_Rarely,8,High,1,Very High,67,1054,6152,3445,11,0,80,No,1,6,6,2,1,4,High,5,Good,Excellent,High,No
1,1752,Sales,Sales Representative,Female,29,Y,Single,Bachelor,Marketing,Travel_Rarely,9,Low,1,Medium,52,428,14630,2760,13,0,80,No,1,2,2,2,2,2,Medium,3,Better,Excellent,High,Yes
1,1753,Research & Development,Healthcare Representative,Male,29,Y,Single,Bachelor,Life Sciences,Travel_Frequently,1,Very High,2,High,70,461,23060,6294,12,0,80,Yes,8,10,3,2,0,2,Very High,5,Best,Excellent,Very High,No
1,1754,Sales,Sales Executive,Male,30,Y,Divorced,College,Marketing,Travel_Rarely,15,Medium,3,Low,94,979,3088,7140,11,1,80,No,2,12,7,7,1,7,High,2,Better,Excellent,Low,No
1,1755,Research & Development,Research Scientist,Male,34,Y,Married,Master,Medical,Travel_Rarely,2,Very High,1,Very High,97,181,5586,2932,14,3,80,Yes,0,6,5,0,1,2,Very High,3,Better,Excellent,Low,No
1,1756,Sales,Sales Executive,Female,33,Y,Single,Bachelor,Marketing,Non-Travel,2,High,2,Medium,62,1283,10697,5147,15,0,80,No,8,13,11,7,1,7,Very High,2,Good,Excellent,Very High,No
1,1757,Sales,Sales Executive,Female,49,Y,Single,Master,Marketing,Travel_Rarely,11,High,2,Very High,80,1313,8191,4507,12,0,80,No,3,8,5,1,0,4,Very High,1,Best,Excellent,High,No
1,1758,Sales,Sales Executive,Female,33,Y,Single,Bachelor,Life Sciences,Travel_Rarely,16,High,3,Low,74,211,10092,8564,20,0,80,Yes,2,11,0,0,0,0,Low,2,Good,Outstanding,High,Yes
1,1760,Research & Development,Laboratory Technician,Female,38,Y,Married,College,Medical,Travel_Frequently,2,Medium,1,Medium,75,594,15963,2468,14,1,80,No,4,9,6,1,0,5,High,4,Good,Excellent,Medium,No
1,1761,Sales,Sales Executive,Male,31,Y,Married,Master,Marketing,Travel_Rarely,16,High,3,High,70,1079,19002,8161,13,3,80,No,2,10,1,0,0,0,Low,2,Better,Excellent,Low,Yes
1,1762,Research & Development,Research Scientist,Female,29,Y,Divorced,Bachelor,Technical Degree,Travel_Rarely,4,Medium,1,Low,91,590,10007,2109,13,1,80,No,1,1,1,0,0,0,Very High,2,Better,Excellent,High,No
1,1763,Research & Development,Healthcare Representative,Male,30,Y,Married,Bachelor,Life Sciences,Travel_Rarely,16,Very High,2,High,58,305,9128,5294,16,1,80,No,3,10,7,0,1,7,High,3,Better,Excellent,High,No
1,1764,Research & Development,Research Scientist,Male,32,Y,Single,Master,Technical Degree,Non-Travel,5,High,1,Medium,65,953,17674,2718,14,0,80,No,2,12,7,7,0,7,Medium,3,Better,Excellent,Medium,No
1,1766,Research & Development,Healthcare Representative,Male,38,Y,Married,Bachelor,Medical,Travel_Rarely,18,Low,2,Very High,60,833,24539,5811,16,1,80,Yes,3,15,1,0,1,0,Medium,2,Better,Excellent,High,No
1,1767,Research & Development,Research Scientist,Male,43,Y,Married,Bachelor,Technical Degree,Travel_Frequently,17,Medium,1,High,38,807,15587,2437,16,1,80,Yes,9,6,1,0,0,0,High,4,Better,Excellent,Very High,Yes
1,1768,Research & Development,Laboratory Technician,Male,42,Y,Divorced,Bachelor,Medical,Travel_Rarely,12,High,1,Medium,57,855,8952,2766,22,3,80,No,8,7,5,3,0,4,Medium,6,Good,Outstanding,Medium,No
1,1770,Research & Development,Research Director,Male,55,Y,Married,Bachelor,Medical,Travel_Rarely,2,Medium,5,Low,60,478,19805,19038,12,3,80,No,8,34,1,0,0,0,High,2,Better,Excellent,Medium,No
1,1771,Research & Development,Research Scientist,Male,33,Y,Divorced,Bachelor,Technical Degree,Non-Travel,4,High,2,Medium,90,775,6194,3055,15,2,80,No,5,11,9,8,1,7,Very High,2,Good,Excellent,Very High,No
1,1772,Research & Development,Laboratory Technician,Male,41,Y,Divorced,Master,Life Sciences,Travel_Rarely,9,High,1,Low,94,548,20520,2289,20,2,80,No,1,5,5,3,0,4,High,2,Better,Outstanding,Medium,No
1,1774,Sales,Sales Executive,Male,34,Y,Divorced,Bachelor,Life Sciences,Non-Travel,10,High,2,High,87,1375,12313,4001,14,1,80,Yes,1,15,15,14,0,7,Very High,3,Better,Excellent,High,No
1,1775,Research & Development,Manufacturing Director,Female,53,Y,Married,Master,Medical,Non-Travel,1,Medium,4,High,60,661,22308,12965,20,3,80,Yes,4,27,3,2,0,2,Low,2,Good,Outstanding,Very High,No
1,1778,Human Resources,Human Resources,Male,43,Y,Single,Bachelor,Life Sciences,Travel_Rarely,2,High,1,Very High,97,244,5033,3539,13,0,80,No,0,10,9,7,1,8,Medium,5,Better,Excellent,Medium,No
1,1779,Sales,Sales Executive,Female,34,Y,Single,College,Life Sciences,Travel_Rarely,3,Low,2,Very High,32,511,25353,6029,12,0,80,No,5,6,2,2,2,2,Very High,3,Better,Excellent,Low,No
1,1780,Sales,Sales Representative,Male,21,Y,Single,Below College,Marketing,Travel_Rarely,7,High,1,Medium,31,337,4567,2679,13,0,80,No,1,1,1,0,1,0,Medium,3,Better,Excellent,Medium,Yes
1,1782,Research & Development,Laboratory Technician,Female,38,Y,Married,College,Other,Travel_Rarely,6,Medium,1,High,40,1153,16376,3702,11,1,80,No,1,5,5,4,0,4,Very High,3,Better,Excellent,Medium,No
1,1783,Research & Development,Laboratory Technician,Female,22,Y,Married,Below College,Medical,Travel_Rarely,8,High,1,Low,79,1294,15999,2398,17,0,80,Yes,1,1,1,0,0,0,High,6,Better,Excellent,High,Yes
1,1784,Sales,Sales Executive,Female,31,Y,Married,Master,Marketing,Travel_Rarely,29,Medium,2,Very High,91,196,13402,5468,14,2,80,No,1,13,12,7,5,7,Low,3,Better,Excellent,Low,No
1,1786,Research & Development,Manager,Female,51,Y,Married,Bachelor,Technical Degree,Travel_Rarely,3,High,3,High,53,942,22984,13116,11,0,80,No,2,15,2,2,2,2,Low,2,Better,Excellent,Very High,No
1,1787,Sales,Sales Executive,Male,37,Y,Married,College,Marketing,Travel_Rarely,9,Medium,2,Medium,46,589,8800,4189,14,2,80,No,1,5,5,2,0,3,Medium,2,Better,Excellent,Low,No
1,1789,Research & Development,Research Director,Male,46,Y,Divorced,Master,Medical,Travel_Rarely,2,High,5,Very High,46,734,14218,19328,17,1,80,Yes,7,24,2,1,2,2,High,3,Better,Excellent,High,No
1,1790,Research & Development,Healthcare Representative,Male,36,Y,Married,Bachelor,Life Sciences,Travel_Rarely,10,High,3,Low,90,1383,25949,8321,13,1,80,Yes,7,15,12,8,5,7,Very High,1,Better,Excellent,Very High,No
1,1792,Research & Development,Research Scientist,Male,44,Y,Divorced,College,Medical,Travel_Frequently,1,High,1,Medium,99,429,11092,2342,12,3,80,Yes,1,6,5,3,2,3,High,2,Good,Excellent,High,Yes
1,1794,Human Resources,Human Resources,Male,37,Y,Divorced,College,Other,Travel_Rarely,8,High,2,Medium,89,1239,12832,4071,13,0,80,No,2,19,10,0,4,7,High,4,Good,Excellent,High,No
1,1797,Sales,Sales Executive,Male,35,Y,Single,Bachelor,Life Sciences,Travel_Rarely,27,High,2,Very High,84,303,13492,5813,18,0,80,Yes,1,10,10,7,7,7,High,2,Better,Excellent,Very High,Yes
1,1798,Research & Development,Research Scientist,Male,33,Y,Married,Master,Life Sciences,Travel_Rarely,8,Very High,1,Low,90,867,6076,3143,19,1,80,No,6,14,10,8,7,6,Very High,1,Better,Excellent,Medium,No
1,1799,Research & Development,Research Scientist,Male,28,Y,Married,Bachelor,Life Sciences,Travel_Rarely,1,High,1,Very High,82,1181,5531,2044,11,1,80,No,1,5,5,3,0,3,High,6,Best,Excellent,High,No
1,1800,Research & Development,Research Director,Male,39,Y,Single,Below College,Medical,Travel_Rarely,10,High,3,High,65,1253,7914,13464,21,0,80,No,7,9,4,3,2,2,High,3,Better,Outstanding,High,No
1,1801,Sales,Sales Executive,Male,46,Y,Single,College,Life Sciences,Non-Travel,26,Medium,2,Medium,98,849,25166,7991,15,0,80,No,8,6,2,2,2,2,Medium,3,Better,Excellent,High,No
1,1802,Research & Development,Laboratory Technician,Female,40,Y,Married,College,Life Sciences,Travel_Rarely,2,High,1,Low,99,616,25605,3377,17,1,80,No,4,7,4,3,0,2,High,5,Good,Excellent,Very High,No
1,1803,Research & Development,Healthcare Representative,Male,42,Y,Married,Bachelor,Medical,Travel_Rarely,13,Very High,2,Low,95,1128,5696,5538,18,2,80,No,5,10,0,0,0,0,Medium,2,Good,Excellent,High,No
1,1804,Research & Development,Manufacturing Director,Male,35,Y,Divorced,College,Medical,Non-Travel,2,High,2,Very High,90,1180,24442,5762,14,1,80,No,2,15,7,7,1,7,Medium,6,Better,Excellent,High,No
1,1805,Human Resources,Human Resources,Male,38,Y,Divorced,Bachelor,Human Resources,Non-Travel,2,High,1,Medium,100,1336,7129,2592,13,3,80,No,5,13,11,10,3,8,Low,3,Better,Excellent,Very High,No
1,1807,Research & Development,Laboratory Technician,Male,34,Y,Married,Master,Life Sciences,Travel_Frequently,9,High,2,Low,93,234,6208,5346,17,1,80,No,4,11,7,1,0,7,Very High,3,Good,Excellent,High,Yes
1,1809,Research & Development,Manufacturing Director,Male,37,Y,Single,Master,Medical,Travel_Rarely,10,High,2,Low,58,370,4992,4213,15,0,80,No,1,10,10,3,0,8,Very High,4,Bad,Excellent,Medium,Yes
1,1812,Sales,Sales Executive,Male,39,Y,Divorced,Bachelor,Life Sciences,Travel_Frequently,20,High,2,Very High,83,766,19188,4127,18,1,80,No,2,7,2,1,2,2,High,6,Better,Excellent,Very High,No
1,1813,Research & Development,Research Scientist,Male,43,Y,Single,Bachelor,Life Sciences,Non-Travel,9,High,1,High,52,343,24978,2438,13,0,80,No,4,7,3,2,1,2,Low,2,Good,Excellent,High,No
1,1814,Research & Development,Healthcare Representative,Male,41,Y,Single,Bachelor,Life Sciences,Travel_Rarely,5,Very High,2,Medium,85,447,15530,6870,12,0,80,No,3,11,3,2,1,2,Medium,3,Bad,Excellent,Low,No
1,1815,Sales,Sales Executive,Female,41,Y,Divorced,Below College,Marketing,Travel_Rarely,4,High,3,High,81,796,26458,10447,13,1,80,Yes,0,23,22,14,13,5,High,3,Best,Excellent,Very High,No
1,1816,Research & Development,Manufacturing Director,Female,30,Y,Single,Bachelor,Medical,Travel_Rarely,10,High,3,High,64,1092,2739,9667,14,0,80,No,9,9,7,7,0,2,Low,3,Better,Excellent,Medium,No
1,1818,Human Resources,Human Resources,Female,26,Y,Married,College,Medical,Travel_Rarely,20,High,1,Medium,69,920,6889,2148,11,0,80,Yes,0,6,5,1,1,4,Very High,3,Better,Excellent,High,Yes
1,1821,Research & Development,Healthcare Representative,Female,46,Y,Married,College,Medical,Travel_Rarely,21,High,2,Medium,66,261,10842,8926,22,1,80,No,4,13,9,7,3,7,Very High,2,Best,Outstanding,Very High,Yes
1,1822,Research & Development,Healthcare Representative,Female,40,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,1,High,2,Very High,52,1194,9060,6513,17,1,80,No,4,12,5,3,0,3,High,3,Better,Excellent,Very High,No
1,1823,Sales,Sales Executive,Male,34,Y,Married,College,Technical Degree,Travel_Rarely,8,Very High,2,High,92,810,22128,6799,21,2,80,No,1,10,10,8,4,8,Medium,5,Better,Outstanding,High,No
1,1824,Sales,Manager,Male,58,Y,Divorced,Bachelor,Medical,Non-Travel,2,High,4,Medium,52,350,22577,16291,22,1,80,No,4,37,16,9,14,14,Medium,0,Good,Outstanding,Very High,No
1,1826,Research & Development,Laboratory Technician,Male,35,Y,Married,Master,Medical,Travel_Rarely,23,Low,1,High,91,185,9696,2705,16,1,80,No,0,6,5,4,0,3,Medium,2,Best,Excellent,Medium,No
1,1827,Research & Development,Manufacturing Director,Female,47,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,4,Medium,3,Medium,92,1001,19271,10333,12,1,80,Yes,8,28,22,11,14,10,High,4,Better,Excellent,High,No
1,1829,Research & Development,Healthcare Representative,Female,40,Y,Divorced,Bachelor,Life Sciences,Travel_Rarely,12,High,2,Low,47,750,10748,4448,12,1,80,No,2,15,7,4,7,7,Medium,3,Better,Excellent,Medium,No
1,1830,Research & Development,Research Scientist,Female,54,Y,Married,Master,Medical,Travel_Rarely,7,High,2,Very High,68,431,15696,6854,15,1,80,No,4,14,7,1,1,7,Very High,2,Good,Excellent,Medium,No
1,1833,Sales,Sales Executive,Female,31,Y,Married,Master,Marketing,Travel_Frequently,7,High,3,Low,68,1125,8277,9637,14,2,80,No,2,9,3,2,2,2,Low,3,Better,Excellent,Very High,No
1,1834,Research & Development,Research Scientist,Female,28,Y,Married,Bachelor,Medical,Travel_Rarely,1,High,1,Low,67,1217,12719,3591,25,1,80,No,1,3,3,2,1,2,High,3,Better,Outstanding,High,No
1,1835,Sales,Sales Representative,Female,38,Y,Married,Master,Marketing,Travel_Rarely,2,Low,2,Very High,77,723,4244,5405,20,2,80,Yes,2,20,4,2,0,3,Medium,4,Good,Outstanding,Low,No
1,1836,Sales,Sales Executive,Male,26,Y,Single,Bachelor,Medical,Travel_Rarely,10,High,2,Very High,46,572,9125,4684,13,0,80,No,1,5,5,3,1,2,High,4,Better,Excellent,Low,No
1,1837,Research & Development,Research Director,Male,58,Y,Married,Master,Life Sciences,Travel_Frequently,15,High,4,High,87,1216,21624,15787,14,0,80,Yes,2,23,2,2,2,2,Low,3,Better,Excellent,Medium,No
1,1839,Research & Development,Research Scientist,Female,18,Y,Single,Bachelor,Medical,Non-Travel,14,High,1,High,33,1431,8018,1514,16,0,80,No,1,0,0,0,0,0,Medium,4,Bad,Excellent,High,No
1,1842,Human Resources,Human Resources,Male,31,Y,Married,Doctor,Human Resources,Travel_Rarely,18,Very High,1,Low,89,359,21495,2956,17,0,80,No,0,2,1,0,0,0,Very High,4,Better,Excellent,High,Yes
1,1844,Human Resources,Human Resources,Male,29,Y,Divorced,Bachelor,Human Resources,Travel_Rarely,13,Medium,1,Low,56,350,3157,2335,15,3,80,Yes,4,4,2,2,2,0,Low,3,Better,Excellent,Very High,Yes
1,1845,Sales,Sales Executive,Female,45,Y,Married,Master,Life Sciences,Non-Travel,2,High,2,High,67,589,19665,5154,22,2,80,No,4,10,8,7,5,7,High,3,Best,Outstanding,Medium,No
1,1847,Research & Development,Research Scientist,Female,36,Y,Married,Master,Other,Travel_Rarely,2,High,2,Medium,73,430,19573,6962,22,1,80,Yes,4,15,1,0,0,0,Very High,2,Better,Outstanding,Very High,No
1,1849,Sales,Sales Executive,Male,43,Y,Married,Master,Life Sciences,Travel_Frequently,2,High,2,Very High,92,1422,19246,5675,20,1,80,No,1,7,7,7,7,7,Low,5,Better,Outstanding,High,No
1,1850,Research & Development,Laboratory Technician,Female,27,Y,Single,College,Life Sciences,Travel_Frequently,5,High,1,Very High,53,1297,19826,2379,14,0,80,Yes,0,6,5,4,0,2,Very High,3,Good,Excellent,High,No
1,1852,Research & Development,Laboratory Technician,Male,29,Y,Married,Below College,Medical,Travel_Frequently,20,High,1,Very High,40,574,7003,3812,13,0,80,No,1,11,11,8,3,10,Very High,3,Best,Excellent,Medium,No
1,1853,Sales,Sales Executive,Male,32,Y,Single,Master,Marketing,Travel_Frequently,10,High,2,Very High,79,1318,26075,4648,13,0,80,No,8,4,0,0,0,0,Very High,2,Best,Excellent,High,No
1,1854,Research & Development,Research Scientist,Male,42,Y,Married,Master,Technical Degree,Non-Travel,10,High,1,High,38,355,6161,2936,22,2,80,No,3,10,6,3,3,3,High,1,Good,Outstanding,Medium,No
1,1856,Research & Development,Laboratory Technician,Female,47,Y,Single,Master,Life Sciences,Travel_Rarely,9,High,1,High,64,207,5411,2105,12,0,80,No,4,7,2,2,2,0,Medium,2,Better,Excellent,High,No
1,1857,Research & Development,Manufacturing Director,Male,46,Y,Divorced,College,Life Sciences,Travel_Rarely,2,High,3,Very High,82,706,19989,8578,14,1,80,No,3,12,9,8,4,7,Very High,4,Good,Excellent,High,No
1,1858,Human Resources,Human Resources,Male,28,Y,Divorced,College,Life Sciences,Non-Travel,1,High,1,Very High,43,280,10494,2706,15,1,80,No,1,3,3,2,2,2,High,2,Better,Excellent,Medium,No
1,1859,Research & Development,Healthcare Representative,Male,29,Y,Divorced,Below College,Life Sciences,Travel_Rarely,29,Low,2,High,93,726,21143,6384,17,2,80,No,8,11,7,0,1,6,Very High,3,Better,Excellent,Very High,No
